ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID778514080,2/2 Clifton Rd,HAWTHORN EAST,840000.0,u,18/03/2017,2,1.0,1.0,150.0,50.0,-37.844,145.0496,19851,,24.75,0,1253.666666667,7401.333333333,484.666667
ID676147185,10 Beryl St,ESSENDON WEST,1390000.0,h,24/06/2017,3,1.0,2.0,793.0,17.0,-37.74944,144.88478999999995,20037,,24.0,0,1253.666666667,7401.333333333,484.666667
ID610725243,1 Carina Dr,MELTON,460000.0,h,3/09/2017,5,2.0,2.0,590.0,27.0,-37.68217,144.56926,19980,,39.6,0,1508.333333333,6073.0,553.666667
ID592522074,23 Campbell St,KEW,1875000.0,h,10/09/2016,3,2.0,2.0,426.0,19.0,-37.8012,145.0514,19903,,17.9048,0,271.666666667,771.666666667,74.0
ID560864420,32 Epsom Rd,KENSINGTON,825000.0,h,14/05/2016,2,1.0,1.0,211.0,104.0,-37.7925,144.9264,20041,,17.0,0,271.666666667,771.666666667,74.0
ID913642077,85 Martins La,VIEWBANK,920250.0,h,4/03/2017,4,2.0,2.0,558.0,49.0,-37.7328,145.0916,19983,,34.75,0,647.0,2861.333333333,222.666667
ID520412033,45 Albert St,WILLIAMSTOWN,769000.0,h,18/06/2016,2,1.0,1.0,265.0,49.0,-37.853,144.8928,19993,,20.8571,0,1002.666666667,4068.0,328.333333
ID321540545,26 Southern Rd,HEIDELBERG HEIGHTS,460000.0,h,28/05/2016,2,1.0,2.0,508.0,64.0,-37.7428,145.0557,19936,,31.75,0,1150.666666667,7827.0,922.333333
ID922882756,52 The Boulevard,THOMASTOWN,831000.0,h,24/06/2017,3,1.0,2.0,651.0,69.0,-37.67856,145.01728,20007,,40.2222,0,502.666666667,1662.666666667,118.666667
ID154221684,49 Dalny Rd,MURRUMBEENA,1100000.0,h,27/06/2016,3,2.0,2.0,506.0,69.0,-37.902,145.0705,19918,,27.3548,0,268.333333333,736.0,128.333333
ID740526503,4/170 Oxford St,COLLINGWOOD,950000.0,u,4/03/2017,3,2.0,1.0,15900.0,19.0,-37.8035,144.985,19976,,12.2353,0,1097.666666667,5916.0,553.333333
ID670783864,78 Dickens St,ELWOOD,2200000.0,h,27/06/2016,4,3.0,2.0,348.0,119.0,-37.8748,144.9778,19956,,17.5,0,1566.666666667,8895.333333333,491.0
ID492351305,13/27 Patterson Rd,BENTLEIGH,650000.0,u,10/12/2016,2,1.0,1.0,116.0,59.0,-37.9245,145.0336,19938,,36.8462,0,925.666666667,4701.333333333,308.666667
ID191535375,36 Derby St,MOONEE PONDS,1345000.0,t,22/05/2016,3,2.0,1.0,310.0,89.0,-37.7639,144.9126,20038,,22.0,0,278.0,489.0,65.0
ID834864439,5 Flourish Wy,WERRIBEE,463000.0,h,22/07/2017,4,2.0,2.0,358.0,7.0,-37.91807,144.63816,19921,,35.1429,0,98.666666667,190.666666667,19.0
ID559015476,21 Beatrice St,GLEN IRIS,1665000.0,h,27/06/2016,3,1.0,2.0,685.0,78.0,-37.8538,145.0842,19849,,28.6667,0,1923.666666667,8979.333333333,620.333333
ID627240753,7 Vive St,TARNEIT,446000.0,h,22/07/2017,3,2.0,2.0,326.0,7.0,-37.85037,144.66179,47648,,32.0909,0,1479.333333333,4398.666666667,502.0
ID488548929,252 Millers Rd,ALTONA NORTH,693000.0,h,22/05/2016,4,2.0,4.0,315.0,11.0,-37.8391,144.8467,19927,,24.4286,0,2489.666666667,11817.333333333,1268.666667
ID357472933,9 Middleton St,BRAYBROOK,834500.0,h,9/09/2017,3,1.0,4.0,685.0,74.0,-37.78481,144.8623,20022,,21.4,0,2897.333333333,11243.0,942.0
ID303223533,44 Garton St,PORT MELBOURNE,2455000.0,t,26/08/2017,4,3.0,2.0,123.0,9.0,-37.83349000000001,144.9484,20043,,0,0,705.333333333,5479.666666667,335.0
ID955088433,7/88 Ireland St,WEST MELBOURNE,1120000.0,t,25/02/2017,3,3.0,1.0,801.0,11.0,-37.8067,144.9435,19973,,6.25,0,647.0,2861.333333333,222.666667
ID139967086,9/63 Ormond Rd,ELWOOD,550000.0,u,6/08/2016,2,1.0,1.0,0.0,59.0,-37.8839,144.9855,19955,,19.5,0,1566.666666667,8895.333333333,491.0
ID734118092,4/135 Grange Rd,GLEN HUNTLY,600000.0,u,23/09/2017,1,1.0,1.0,100.0,59.0,-37.89154,145.04483000000005,19942,,29.2308,0,444.666666667,981.333333333,239.666667
ID733180073,5/9 Dickens St,ELWOOD,600000.0,u,24/09/2016,2,1.0,1.0,0.0,59.0,-37.8715,144.9873,19956,,17.5,1,1566.666666667,8895.333333333,491.0
ID484516781,18 Stewart St,YARRAVILLE,1455000.0,h,23/09/2017,3,2.0,2.0,351.0,109.0,-37.81111,144.88759,19996,,11.3571,1,817.666666667,1779.666666667,181.0
ID279313678,12 Hornsby St,MALVERN,2300000.0,h,4/06/2016,4,2.0,2.0,599.0,42.0,-37.8493,145.0395,19945,,19.2143,0,610.0,1743.666666667,228.0
ID538653178,10 Abbotsford Gr,IVANHOE,1605000.0,h,12/11/2016,3,2.0,2.0,608.0,99.0,-37.7702,145.0398,19933,,26.0588,1,555.666666667,1129.0,160.666667
ID661920857,7/27 Robe St,ST KILDA,365000.0,u,1/07/2017,2,1.0,1.0,881.0,26.0,-37.86476,144.97826,19956,,17.5,0,1412.0,6364.0,699.333333
ID992896994,7/6 Osborne Ct,HAWTHORN,400000.0,u,15/10/2016,1,1.0,1.0,0.0,69.0,-37.8155,145.0161,19905,,13.9524,0,1150.666666667,7827.0,922.333333
ID219242140,5/69 Edinburgh St,FLEMINGTON,350000.0,u,26/07/2016,2,1.0,1.0,0.0,49.0,-37.7857,144.9244,20040,,18.0,0,1923.666666667,8979.333333333,620.333333
ID143460437,2/42 Grattan Pl,CARLTON,720000.0,u,24/06/2017,2,1.0,1.0,3481.0,109.0,-37.80087,144.96622,19842,,4.7444,0,101.333333333,253.666666667,33.0
ID365221715,29 Oak St,HAWTHORN,3900000.0,h,27/05/2017,4,2.0,1.0,595.0,17.0,-37.81396,145.01899,19905,,13.9524,0,1173.666666667,8523.666666667,974.666667
ID454552583,308/633 Church St,RICHMOND,790000.0,u,8/04/2017,3,1.0,1.0,0.0,20.0,-37.833,144.997,19959,,12.5714,0,885.0,1901.0,227.666667
ID400442133,95 Pellatt St,BEAUMARIS,1611000.0,h,12/08/2017,4,2.0,2.0,650.0,64.0,-37.98354000000001,145.04261,19865,,44.6875,0,59.0,124.0,5.333333
ID779441935,6/226 Moor St,FITZROY,630000.0,u,27/06/2016,2,1.0,1.0,0.0,12.0,-37.8024,144.9835,19976,,12.2353,0,334.666666667,1407.666666667,88.333333
ID545598957,21 Webb St,WARRANDYTE,1420000.0,h,3/09/2017,4,3.0,2.0,1209.0,19.0,-37.7396,145.22218999999996,19987,,47.9,0,281.666666667,524.333333333,75.333333
ID500610183,2/150 Arden St,NORTH MELBOURNE,440000.0,u,16/04/2016,2,1.0,1.0,0.0,59.0,-37.8004,144.9465,19973,,6.25,0,71.0,261.0,20.0
ID530117201,14 Murdock St,BRUNSWICK,976000.0,h,14/05/2016,3,2.0,1.0,240.0,14.0,-37.756,144.9587,19966,,30.0,0,958.666666667,5673.0,628.0
ID569212789,10/8 Anzac St,CARNEGIE,270000.0,u,30/07/2016,1,1.0,1.0,0.0,51.0,-37.886,145.0659,19919,,25.3548,0,3703.666666667,18944.0,2039.333333
ID459595234,5/1 Clyde St,THORNBURY,505000.0,u,10/09/2016,2,1.0,1.0,0.0,49.0,-37.7608,145.0059,20015,,23.3,1,2403.666666667,5212.333333333,586.666667
ID821968343,9/99 Verdon St,WILLIAMSTOWN,490000.0,u,22/04/2017,2,1.0,1.0,0.0,29.0,-37.8588,144.8919,19993,,20.8571,0,1064.666666667,4200.666666667,432.666667
ID178132466,183a High St,DONCASTER,751800.0,u,27/11/2016,3,1.0,2.0,109.0,18.0,-37.7749,145.1138,20042,,25.7179,0,1566.666666667,8895.333333333,491.0
ID232791920,65 Charlotte St,NEWPORT,800000.0,h,10/12/2016,3,2.0,1.0,0.0,49.0,-37.8352,144.8661,19994,,16.3103,0,71.0,261.0,20.0
ID964999923,19 Audley St,COBURG,1136000.0,h,18/03/2017,4,3.0,1.0,420.0,99.0,-37.7501,144.96200000000005,19966,,30.0,0,1097.666666667,5916.0,553.333333
ID517862863,60 Cross St,FOOTSCRAY,878000.0,h,15/07/2017,3,2.0,2.0,163.0,6.0,-37.80069,144.88199,20023,,19.4,0,2047.666666667,9171.0,742.333333
ID885420422,29 Charlotte St,NEWPORT,901000.0,h,22/05/2016,3,1.0,1.0,557.0,119.0,-37.8378,144.8657,19994,,16.3103,0,71.0,261.0,20.0
ID835150138,6 Manyung Ct,SEAFORD,770000.0,h,9/09/2017,3,1.0,1.0,591.0,56.0,-38.09864,145.13128999999995,19857,,63.8182,0,101.666666667,251.333333333,18.666667
ID356179580,11 Henderson St,BRUNSWICK WEST,1500000.0,h,12/08/2017,4,2.0,3.0,444.0,22.0,-37.7628,144.94011,19968,,25.3333,0,941.333333333,5813.0,575.666667
ID618937903,19 Thomas St,CAMBERWELL,2325000.0,h,7/05/2016,3,2.0,2.0,1133.0,89.0,-37.8426,145.0943,19849,,28.6667,1,3703.666666667,18944.0,2039.333333
ID543668144,11 Abbotsford Gr,IVANHOE,2090000.0,h,25/02/2017,4,3.0,2.0,608.0,39.0,-37.7705,145.0396,19932,,26.0,0,591.666666667,1189.666666667,177.333333
ID226570346,4 Apollo Pl,SUNSHINE WEST,657000.0,h,25/02/2017,4,2.0,4.0,651.0,44.0,-37.7914,144.7918,20020,,21.3333,0,2532.333333333,5455.0,713.0
ID396907676,145 George St,SCORESBY,962000.0,h,16/09/2017,4,2.0,3.0,724.0,34.0,-37.88919,145.2165,19869,,48.1818,0,85.666666667,161.333333333,20.333333
ID193989720,20 Astley St,TEMPLESTOWE LOWER,1209000.0,h,26/07/2016,4,2.0,2.0,770.0,54.0,-37.7617,145.1065,19935,,29.8235,1,2403.666666667,5212.333333333,586.666667
ID915415863,470 Barry Rd,COOLAROO,455000.0,h,29/07/2017,3,1.0,1.0,562.0,11.0,-37.66508,144.93506000000005,44817,,43.0,0,356.0,741.333333333,78.0
ID827797429,9 Wall St,RICHMOND,1341000.0,h,27/05/2017,2,1.0,0.0,135.0,129.0,-37.82241,145.00235,19906,,11.9048,0,885.0,1901.0,227.666667
ID812958021,12 Rudyard St,BENTLEIGH EAST,920000.0,h,7/05/2016,3,1.0,3.0,583.0,64.0,-37.9272,145.0804,19916,,31.3548,0,925.666666667,4701.333333333,308.666667
ID523476021,9/11 Currajong St,GLENROY,250000.0,u,12/11/2016,2,1.0,1.0,0.0,49.0,-37.711,144.9178,20032,,36.0,0,1683.666666667,8938.666666667,509.333333
ID981974975,4/76 Railway Rd,CARNEGIE,516000.0,u,6/08/2016,2,1.0,1.0,0.0,99.0,-37.889,145.0533,19920,,23.4516,0,3703.666666667,18944.0,2039.333333
ID854896148,1 Markstone Ct,SUNSHINE,710000.0,h,4/03/2017,2,1.0,2.0,619.0,76.0,-37.7794,144.8395,20021,,24.0,0,1412.0,6364.0,699.333333
ID775710917,41 Queen St,ORMOND,1690000.0,h,27/06/2016,3,2.0,2.0,692.0,13.0,-37.9043,145.0358,19941,,32.1538,0,268.333333333,736.0,128.333333
ID338969543,45 Stanley St,GLENROY,1220000.0,h,12/08/2017,2,1.0,2.0,829.0,59.0,-37.71259000000001,144.91218999999995,20032,,36.0,1,1841.666666667,9184.666666667,533.333333
ID350675019,9/285 Barkly St,ST KILDA,470000.0,u,8/07/2017,1,1.0,1.0,548.0,10.0,-37.87312,144.97986,19956,,17.5,0,1412.0,6364.0,699.333333
ID273951130,20 Normdale Rd,BENTLEIGH EAST,965000.0,h,7/05/2016,3,1.0,4.0,574.0,49.0,-37.9309,145.0685,19937,,38.2667,0,925.666666667,4701.333333333,308.666667
ID711677945,243 Essex St,WEST FOOTSCRAY,749000.0,h,24/06/2017,2,1.0,1.0,369.0,18.0,-37.79221,144.86408,20022,,21.4,0,298.0,735.0,154.0
ID132992988,16 Lynch Rd,FAWKNER,775000.0,h,3/06/2017,3,1.0,2.0,621.0,59.0,-37.71193,144.974,19962,,37.0,0,1253.666666667,7401.333333333,484.666667
ID356650090,9/99 Barton St,RESERVOIR,335000.0,u,13/08/2016,2,1.0,1.0,0.0,7.0,-37.7112,144.9989,20010,,34.2,0,824.666666667,1890.333333333,159.333333
ID797034446,1/572 Moreland Rd,BRUNSWICK WEST,797500.0,t,11/02/2017,3,2.0,2.0,262.0,9.0,-37.7519,144.9324,20035,,29.0,0,941.333333333,5813.0,575.666667
ID151567579,2/50 Tower Rd,WERRIBEE,335000.0,h,15/07/2017,2,1.0,1.0,190.0,39.0,-37.90423,144.67008,19921,,35.1429,0,98.666666667,190.666666667,19.0
ID712229561,5 Halpin St,BRUNSWICK WEST,1200000.0,h,4/06/2016,3,1.0,1.0,600.0,49.0,-37.769,144.9478,19968,,25.3333,0,958.666666667,5673.0,628.0
ID111940431,1/1 Glen Iris Rd,CAMBERWELL,1300000.0,t,6/08/2016,3,2.0,2.0,342.0,59.0,-37.8433,145.0695,19850,,26.6667,0,3703.666666667,18944.0,2039.333333
ID798244702,22 Alfred St,SEDDON,1080000.0,h,18/03/2017,3,1.0,0.0,234.0,119.0,-37.8051,144.8858,20023,,19.4,0,885.0,1901.0,227.666667
ID234885693,112 Baroda St,TRAVANCORE,2070000.0,h,12/08/2017,4,3.0,2.0,291.0,79.0,-37.77784000000001,144.93482,20040,,18.0,0,1021.666666667,5132.0,325.0
ID649065040,31 Carrolls La,BULLENGAROOK,535000.0,h,12/08/2017,3,1.0,0.0,4000.0,21.0,-37.50087,144.48571,20325,,61.0,0,164.666666667,943.0,50.666667
ID435622588,55/4 Seisman Pl,PORT MELBOURNE,1030000.0,u,29/04/2017,2,2.0,2.0,21715.0,14.0,-37.8424,144.9449,20043,,0,0,705.333333333,5479.666666667,335.0
ID613553513,373 Brunswick Rd,BRUNSWICK,1300000.0,h,8/04/2017,3,2.0,3.0,299.0,94.0,-37.7759,144.952,19970,,22.3333,0,941.333333333,5813.0,575.666667
ID458253297,94 Davies St,BRUNSWICK,1385000.0,h,13/05/2017,4,2.0,4.0,650.0,69.0,-37.7575,144.9716,19966,,30.0,0,941.333333333,5813.0,575.666667
ID425923362,2 McArthur St,MALVERN,1617000.0,h,24/09/2016,4,1.0,0.0,337.0,94.0,-37.8575,145.0392,19944,,20.8,0,610.0,1743.666666667,228.0
ID768551877,366 Toorak Rd,SOUTH YARRA,1700000.0,h,27/11/2016,3,1.0,1.0,178.0,125.0,-37.8404,145.0022,19947,,16.2143,0,1100.666666667,3636.333333333,457.333333
ID457832857,46 Eglinton St,MOONEE PONDS,1525000.0,h,26/08/2017,4,3.0,1.0,233.0,49.0,-37.76884,144.91708,20038,,22.0,0,313.333333333,545.333333333,65.666667
ID940375840,1/57 Blyth St,ALTONA,730000.0,u,16/04/2016,3,2.0,1.0,70.0,29.0,-37.868,144.8287,19926,,26.5,0,2489.666666667,11817.333333333,1268.666667
ID218675748,1/11 New St,SOUTH KINGSVILLE,508000.0,u,25/02/2017,3,1.0,2.0,144.0,39.0,-37.8268,144.8675,19995,,14.3571,0,987.333333333,2150.333333333,212.0
ID466492156,13 Garnet St,PRESTON,700000.0,h,16/04/2016,2,1.0,1.0,214.0,109.0,-37.7462,145.0044,20013,,26.3,0,659.0,5219.333333333,338.333333
ID431471714,106 Outlook Dr,GLENROY,600000.0,h,22/05/2016,3,1.0,4.0,541.0,51.0,-37.7051,144.9069,20032,,36.0,0,1683.666666667,8938.666666667,509.333333
ID835741361,2/6 Redan St,ST KILDA,481000.0,u,16/07/2016,2,1.0,1.0,0.0,53.0,-37.8596,144.9889,19957,,15.5,0,1363.666666667,6287.666666667,564.333333
ID942076564,19 Kent Rd,BOX HILL,928000.0,h,18/06/2016,3,1.0,1.0,307.0,129.0,-37.8247,145.1206,20042,,25.7179,0,2744.333333333,10289.666666667,780.0
ID933373204,67 McEwan Rd,HEIDELBERG HEIGHTS,1010000.0,h,27/05/2017,3,1.0,2.0,648.0,6.0,-37.73658,145.05341,19936,,31.75,0,1173.666666667,8523.666666667,974.666667
ID377308119,18 Arnold St,NOBLE PARK,635000.0,h,17/06/2017,3,1.0,4.0,585.0,69.0,-37.97267,145.18262,19890,,44.3462,0,84.666666667,371.666666667,13.0
ID127432342,8/33 Rankins Rd,KENSINGTON,370000.0,u,22/08/2016,1,1.0,2.0,0.0,10.0,-37.7896,144.9321,20040,,18.0,0,271.666666667,771.666666667,74.0
ID940083986,23 The Crescent,HIGHETT,1260000.0,h,29/07/2017,3,1.0,0.0,642.0,13.0,-37.94691,145.04935,19872,,40.1667,0,2837.0,9343.666666667,1212.666667
ID957258597,39 Ferguson St,BRIGHTON EAST,1100000.0,h,25/02/2017,3,1.0,1.0,420.0,20.0,-37.9108,145.0121,19952,,24.5,0,2897.333333333,11243.0,942.0
ID635892797,15/20 Florence Rd,SURREY HILLS,880000.0,u,11/02/2017,3,1.0,2.0,217.0,49.0,-37.8287,145.1014,19895,,25.5,0,2532.333333333,5455.0,713.0
ID973812130,14 Baird St,FAWKNER,655000.0,h,27/11/2016,4,1.0,3.0,664.0,49.0,-37.7063,144.9712,19961,,39.0,0,1144.333333333,6845.666666667,375.666667
ID392505343,16 Altona St,KENSINGTON,1110000.0,h,20/05/2017,2,1.0,0.0,155.0,8.0,-37.7989,144.9275,20026,,6.4,0,288.0,712.0,75.666667
ID854069726,15 Bliburg St,JACANA,460000.0,h,24/09/2016,3,1.0,1.0,601.0,59.0,-37.6889,144.9109,20031,,38.0,0,87.333333333,252.0,37.0
ID975709168,19 Kannan Bvd,BRAYBROOK,882000.0,h,10/12/2016,4,2.0,2.0,393.0,11.0,-37.7763,144.8543,20021,,24.0,0,2744.333333333,10289.666666667,780.0
ID205329500,3/136 Hoffmans Rd,ESSENDON,405000.0,u,24/09/2016,2,1.0,1.0,121.0,49.0,-37.7401,144.8923,20036,,27.0,0,334.666666667,1407.666666667,88.333333
ID881395301,24 Lyell St,SOUTH MELBOURNE,1250000.0,h,17/09/2016,3,2.0,1.0,108.0,129.0,-37.8363,144.9509,20043,,0,0,1100.666666667,3636.333333333,457.333333
ID311976872,8/89 Ballantyne St,THORNBURY,245000.0,u,22/05/2016,1,1.0,1.0,0.0,49.0,-37.7581,144.9944,20014,,25.3,0,2403.666666667,5212.333333333,586.666667
ID191414014,1/209 Purinuan Rd,RESERVOIR,652000.0,t,13/05/2017,2,2.0,2.0,254.0,12.0,-37.7071,145.0108,20009,,35.2222,0,885.0,1901.0,227.666667
ID551675594,20 Glenard Dr,EAGLEMONT,2309000.0,h,28/08/2016,4,3.0,2.0,1177.0,59.0,-37.7652,145.0687,19935,,29.8235,0,1566.666666667,8895.333333333,491.0
ID736585795,26 Ayr St,ASCOT VALE,1430000.0,h,16/04/2016,6,2.0,1.0,461.0,119.0,-37.78,144.9295,20040,,18.0,0,2489.666666667,11817.333333333,1268.666667
ID726526364,49 Lisson Gr,HAWTHORN,7650000.0,h,17/06/2017,4,2.0,4.0,1690.0,156.0,-37.82652,145.03052,19904,,15.6552,0,1173.666666667,8523.666666667,974.666667
ID583822870,3/1 Elm St,HAWTHORN,480000.0,u,13/08/2016,1,1.0,1.0,0.0,79.0,-37.8128,145.0171,19905,,13.9524,1,1150.666666667,7827.0,922.333333
ID234268709,11 Melball St,BENTLEIGH EAST,1266000.0,h,24/09/2016,3,1.0,3.0,676.0,49.0,-37.9307,145.0531,19937,,38.2667,1,925.666666667,4701.333333333,308.666667
ID425333866,20 Grace St,YARRAVILLE,1450000.0,h,25/02/2017,3,2.0,2.0,542.0,3.0,-37.811,144.8844,19996,,11.3571,1,817.666666667,1779.666666667,181.0
ID896387835,55 Daley St,GLENROY,610000.0,h,3/12/2016,3,1.0,3.0,640.0,59.0,-37.6979,144.9335,20031,,38.0,1,1683.666666667,8938.666666667,509.333333
ID568930296,5/82 Gooch St,THORNBURY,432500.0,u,27/06/2016,2,1.0,1.0,748.0,54.0,-37.7587,145.0064,20014,,25.3,0,2403.666666667,5212.333333333,586.666667
ID693392719,2 Julie Ct,ASHWOOD,1650000.0,h,17/06/2017,3,1.0,2.0,964.0,61.0,-37.86572,145.09763,19848,,30.6667,0,1672.666666667,10063.666666667,646.333333
ID729494155,47 Cardinal Rd,GLENROY,1217500.0,h,24/09/2016,4,3.0,2.0,693.0,5.0,-37.7111,144.9275,20033,,34.0,0,1683.666666667,8938.666666667,509.333333
ID450420259,19 Hunter St,NORTHCOTE,890000.0,h,14/05/2016,2,1.0,1.0,225.0,109.0,-37.7663,145.0009,20015,,23.3,0,136.333333333,302.666666667,42.0
ID356846067,74 Barkly St,FITZROY NORTH,1950000.0,h,14/05/2016,4,2.0,2.0,233.0,129.0,-37.7786,144.9818,20017,,19.3,0,1923.666666667,8979.333333333,620.333333
ID175227307,1/29 Grant St,MALVERN EAST,1211000.0,u,20/05/2017,2,1.0,1.0,259.0,49.0,-37.8718,145.0526,22248,,19.5,0,717.333333333,1763.0,318.666667
ID391605357,9/3 Rae Ct,PRAHRAN,660000.0,u,27/05/2017,2,1.0,1.0,0.0,119.0,-37.85672,145.00273,19957,,15.5,0,705.333333333,5479.666666667,335.0
ID766175885,2b York Rd,GLEN IRIS,1650000.0,h,22/05/2016,5,2.0,2.0,400.0,59.0,-37.8572,145.0555,19849,,28.6667,0,1923.666666667,8979.333333333,620.333333
ID528936039,29 Collins St,THORNBURY,1211000.0,h,25/02/2017,2,1.0,0.0,302.0,104.0,-37.7549,145.0035,20014,,25.3,0,2532.333333333,5455.0,713.0
ID289128533,5 Eastgate St,OAKLEIGH,1750000.0,h,24/06/2017,5,2.0,2.0,546.0,84.0,-37.90465,145.08893999999995,19917,,29.3548,0,444.666666667,981.333333333,239.666667
ID867588825,9 Gresford St,SUNSHINE NORTH,630000.0,h,10/12/2016,3,1.0,4.0,625.0,29.0,-37.7695,144.8347,20004,,26.375,0,1363.666666667,6287.666666667,564.333333
ID321416479,30 Charles St,BRUNSWICK,1350000.0,h,15/10/2016,4,1.0,1.0,370.0,79.0,-37.7728,144.9639,19969,,24.3333,0,958.666666667,5673.0,628.0
ID653110831,208/465 MacAulay Rd,KENSINGTON,460000.0,u,23/04/2016,2,1.0,1.0,0.0,9.0,-37.7948,144.9314,20041,,17.0,0,271.666666667,771.666666667,74.0
ID821949664,50 Albion Cr,GREENSBOROUGH,770000.0,h,29/07/2017,4,2.0,2.0,789.0,44.0,-37.69646,145.12163,19985,,41.6667,0,663.0,4010.0,377.0
ID187222141,64 Magnolia Ct,TEMPLESTOWE LOWER,1325000.0,h,17/09/2016,4,3.0,2.0,740.0,51.0,-37.7728,145.1271,20042,,25.7179,0,2403.666666667,5212.333333333,586.666667
ID129868455,2/36 Prospect St,GLENROY,607000.0,t,18/03/2017,4,3.0,2.0,0.0,5.0,-37.7102,144.9112,20032,,36.0,0,1841.666666667,9184.666666667,533.333333
ID729453071,64 Havelock St,ST KILDA,1200500.0,h,24/09/2016,2,1.0,0.0,201.0,104.0,-37.8654,144.9809,19956,,17.5,0,1363.666666667,6287.666666667,564.333333
ID304055699,29 Evan St,PARKDALE,1250000.0,h,16/09/2017,3,1.0,2.0,802.0,59.0,-37.98752,145.08358,19864,,47.0667,0,938.333333333,6892.666666667,553.333333
ID652534147,56 Maude Av,GLENROY,605000.0,h,9/09/2017,2,1.0,2.0,378.0,64.0,-37.70175,144.93578,20032,,36.0,0,1841.666666667,9184.666666667,533.333333
ID751101835,14 New St,ARMADALE,1300000.0,h,18/06/2016,3,1.0,2.0,212.0,119.0,-37.8542,145.0149,19946,,18.2143,0,2489.666666667,11817.333333333,1268.666667
ID794256299,38 Stewart St,BRUNSWICK,1317000.0,h,28/05/2016,3,1.0,1.0,480.0,17.0,-37.7639,144.966,19967,,27.3333,0,958.666666667,5673.0,628.0
ID476272676,10A Coniston Av,AIRPORT WEST,780000.0,t,29/07/2017,3,2.0,1.0,195.0,14.0,-37.7325,144.88272,20036,,27.0,0,1214.666666667,5603.666666667,375.333333
ID387469067,34 Grange St,PRESTON,930000.0,h,3/06/2017,3,1.0,0.0,357.0,94.0,-37.7377,144.98781,20012,,28.3,0,705.333333333,5479.666666667,335.0
ID974683828,11 Cedar Dr,MARIBYRNONG,990000.0,h,10/12/2016,5,2.0,2.0,433.0,17.0,-37.7742,144.8755,20022,,21.4,0,610.0,1743.666666667,228.0
ID873971032,110/171 Flemington Rd,NORTH MELBOURNE,550000.0,u,7/11/2016,2,1.0,2.0,0.0,44.0,-37.7955,144.9492,19972,,17.0,0,71.0,261.0,20.0
ID959078800,24A South St,HADFIELD,750074.0,h,19/11/2016,4,2.0,1.0,302.0,54.0,-37.7149,144.9474,19962,,37.0,0,1683.666666667,8938.666666667,509.333333
ID961423307,106/37 Palmerston St,CARLTON,620000.0,u,1/07/2017,2,2.0,1.0,0.0,6.0,-37.7969,144.9742,19843,,6.1017,0,101.333333333,253.666666667,33.0
ID715688706,21B Vernal Av,MITCHAM,1045000.0,h,15/07/2017,3,2.0,2.0,401.0,34.0,-37.82835,145.19845,19900,,34.4138,0,1471.0,7759.666666667,779.666667
ID645387021,4/236 Boundary Rd,PASCOE VALE,530000.0,t,27/05/2017,2,2.0,1.0,135.0,69.0,-37.71628,144.93822,20033,,34.0,0,705.333333333,5479.666666667,335.0
ID738334962,3/2 Cawkwell St,MALVERN,1390000.0,t,14/05/2016,3,2.0,1.0,227.0,24.0,-37.8577,145.0406,19944,,20.8,0,610.0,1743.666666667,228.0
ID197330449,45 Cityview Rd,BALWYN NORTH,1750000.0,h,6/08/2016,4,3.0,3.0,667.0,6.0,-37.7898,145.079,19934,,29.0,0,925.666666667,4701.333333333,308.666667
ID846590608,11 Heathcote Dr,FOREST HILL,730000.0,u,3/09/2017,2,1.0,1.0,296.0,21.0,-37.83633,145.16873,19899,,31.6667,0,2006.666666667,7754.333333333,1051.333333
ID594660199,5 Pickford St,PRAHRAN,1582000.0,h,25/02/2017,2,1.0,0.0,214.0,104.0,-37.8572,145.0066,19946,,18.2143,0,705.333333333,5479.666666667,335.0
ID668881864,1c Barwon St,GLENROY,540000.0,h,7/05/2016,2,1.0,1.0,164.0,9.0,-37.7082,144.9178,20032,,36.0,0,1683.666666667,8938.666666667,509.333333
ID365468504,16 Callanish Rd,CAMBERWELL,2220000.0,h,27/11/2016,3,2.0,2.0,850.0,59.0,-37.8456,145.0865,19849,,28.6667,0,3703.666666667,18944.0,2039.333333
ID418589143,16 Cain Ct,ALTONA,1005000.0,h,22/07/2017,3,1.0,2.0,636.0,34.0,-37.86317,144.83927,19927,,24.4286,0,2494.666666667,11307.0,1410.0
ID453603386,115 Belford Rd,KEW EAST,1650000.0,h,16/09/2017,3,1.0,2.0,650.0,102.0,-37.79235,145.04789,19932,,26.0,0,288.0,712.0,75.666667
ID753597115,197A Jasper Rd,BENTLEIGH,1375000.0,t,20/05/2017,3,3.0,2.0,338.0,7.0,-37.9166,145.0418,19939,,35.0833,0,959.0,4476.666666667,324.0
ID582025744,21 Barkly St,BOX HILL,1200000.0,h,10/12/2016,3,1.0,2.0,550.0,69.0,-37.8275,145.1298,20042,,25.7179,0,2744.333333333,10289.666666667,780.0
ID420697324,60 Murray St,SUNSHINE WEST,650000.0,h,12/08/2017,3,1.0,2.0,691.0,79.0,-37.78825,144.80098999999996,20020,,21.3333,0,2532.333333333,5455.0,713.0
